0.01.274.592 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.02.434.982 I srv    load_model: loading model '/work/GLM-5.2-GGUF/REAP50/GLM-5.2-REAP50-Q3_K_M-00001-of-00005.gguf'
0.03.384.478 W load: special_eot_id is not in special_eog_ids - the tokenizer config may be incorrect
0.03.384.490 W load: special_eom_id is not in special_eog_ids - the tokenizer config may be incorrect
2.02.682.621 I srv    load_model: initializing, n_slots = 8, n_ctx_slot = 2048, kv_unified = 'false'
2.02.708.117 I srv          init: chat template supports preserving reasoning, consider enabling it via --reasoning-preserve
2.02.708.170 I srv  llama_server: model loaded
2.02.708.177 I srv  llama_server: listening on http://127.0.0.1:8080
2.30.630.013 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = -1
# ðŸ internet history &amp; how it changed our lives ðŸ\n\nHey everyone! ðŸ Ever wonder what life was like before you could just *text* your friend across the country? Or before you could stream your favorite song on Spotify? Well, buckle up, because today weâ€™re taking a trip back in time to see how the internet was born and how it totally flipped our world upside down.\n\n### ðŸ The Prehistoric Era (aka The 1960s &amp; 70s)\n\nPicture this: no smartphones, no Wi-Fi, no endless scrolling. If you wanted to talk to someone far away, you had to use something called "snail mail" (because it took literal days for your letter to arrive). The internet didn't even exist as a concept yet! \n\nBut deep in the background, tech wizards were tinkering with computers. In 1969, a programmer named Donald C. Cargill created something called ARPANET, which is basically the great-grandfather of the internet. It was clunky, slow, and used mostly by universities, but it was the first spark.\n\n### ðŸ The Birth of the Web (1980s &amp; Early 90s)\n\nThis is where things get real. In 1983, a guy named Ray Tomlinson wrote a program that could send a file from one computer to another. It was a huge deal! Then, in 1990, the first official browser was released. \n\nImagine a world where you had to *call* a place to get information, or wait weeks for a magazine to arrive in the mail. That was reality. The internet was just a baby, taking its first steps. It was mostly used for school work and research. \n\n### ðŸ The Boom (Mid 90s to Now)\n\nThis is when the internet grew teeth and became a monster (in a good way!). Suddenly, you could chat with someone in another state *instantly*. You could download a song, watch a show, or play a game with someone across the globe. \n\nRemember the first time you used a smartphone? Or when you realized you could just *Google* something instead of going to a library? That was the internet flexing its muscles. It went from being a luxury to being the water we swim in. \n\n### ðŸ How It Impacted Our Lives\n\nSo, how did this digital explosion change things for us? Letâ€™s count the ways:\n\n*   **Connection:** You can text your long-distance partner, game with your online crew, or share memes with a click. Distance doesn't mean isolation anymore.\n*   **Information:** Want to know the capital of Peru? Google it. Want to know the latest drop? Check the wiki. The internet made us all instant experts on anything.\n*   **Creation:** From making music to coding games, the internet gave us the tools to create and share our passions with the world.\n*   **The Bad Stuff:** Yeah, we gotta talk about it. The internet also gave us trolls, toxic online communities, and the endless scroll of doom. Itâ€™s not all sunshine.\n\n### ðŸ The Future\n\nThe internet isn't done evolving. Weâ€™re already seeing the shift from "apps" to "mobile apps," from downloading to streaming. The internet of the future might be unrecognizable to us today. \n\nBut one thing's for sure: itâ€™s the backbone of our digital lives. Itâ€™s the reason we can communicate, create, and consume the way we do. So next time you log on, take a second to appreciate the wild ride that got us here. \n\nStay digital, fam! ðŸ\n"
6.09.243.684 W srv          stop: cancel task, id_task = 1870
6.09.243.760 W srv    operator(): got exception: {"error":{"code":500,"message":"The model produced output that does not match the expected peg-native format","type":"server_error"}}
6.09.321.638 I slot get_availabl: id  7 | task -1 | selected slot by LRU, t_last = 416501033741
6.09.349.405 I slot launch_slot_: id  7 | task 2668 | processing task, is_child = 0
6.09.697.021 I slot print_timing: id  2 | task 1833 | n_decoded =    817, tg =  11.85 t/s, tg_3s =  10.96 t/s
6.09.867.764 I slot print_timing: id  4 | task 2423 | n_decoded =    241, tg =  11.77 t/s, tg_3s =  10.93 t/s
6.09.949.846 I slot print_timing: id  0 | task 1617 | n_decoded =   1034, tg =  11.88 t/s, tg_3s =  10.93 t/s
6.10.782.143 I slot print_timing: id  6 | task 2358 | n_decoded =    315, tg =  11.82 t/s, tg_3s =  10.89 t/s
6.10.863.951 I slot print_timing: id  3 | task 1376 | prompt eval time =     173.40 ms /    29 tokens (    5.98 ms per token,   167.24 tokens per second)
6.10.863.958 I slot print_timing: id  3 | task 1376 |        eval time =  107834.93 ms /  1280 tokens (   84.25 ms per token,    11.87 tokens per second)
6.10.863.959 I slot print_timing: id  3 | task 1376 |       total time =  108008.33 ms /  1309 tokens
6.10.863.960 I slot print_timing: id  3 | task 1376 |    graphs reused =       2483
6.10.864.056 I slot      release: id  3 | task 1376 | stop processing: n_tokens = 1313, truncated = 0
6.10.864.215 W common_chat_peg_parse: unparsed peg-native output: à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- 
à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- à¨- -- 
à¨- -- à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 
à¨- -- 

6.10.864.280 W srv          stop: cancel task, id_task = 1376
6.10.864.334 W srv    operator(): got exception: {"error":{"code":500,"message":"The model produced output that does not match the expected peg-native format","type":"server_error"}}
6.10.936.660 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 416502654325
6.10.978.992 I slot launch_slot_: id  3 | task 2686 | processing task, is_child = 0
6.11.756.873 I slot print_timing: id  1 | task 2558 | n_decoded =    129, tg =  11.46 t/s, tg_3s =   9.63 t/s
6.11.840.308 I slot print_timing: id  5 | task 2589 | n_decoded =    100, tg =  11.41 t/s, tg_3s =  11.41 t/s
6.12.737.942 I slot print_timing: id  2 | task 1833 | n_decoded =    850, tg =  11.81 t/s, tg_3s =  10.85 t/s
6.12.902.622 I slot print_timing: id  4 | task 2423 | n_decoded =    274, tg =  11.66 t/s, tg_3s =  10.87 t/s
6.12.902.964 I slot print_timing: id  5 | task 2589 | prompt eval time =     199.02 ms /    38 tokens (    5.24 ms per token,   190.94 tokens per second)
6.12.902.968 I slot print_timing: id  5 | task 2589 |        eval time =    9826.13 ms /   113 tokens (   86.96 ms per token,    11.50 tokens per second)
6.12.902.968 I slot print_timing: id  5 | task 2589 |       total time =   10025.14 ms /   151 tokens
6.12.902.970 I slot print_timing: id  5 | task 2589 |    graphs reused =       2501
6.12.903.028 I slot      release: id  5 | task 2589 | stop processing: n_tokens = 153, truncated = 0
6.12.964.751 I slot print_timing: id  0 | task 1617 | n_decoded =   1067, tg =  11.85 t/s, tg_3s =  10.95 t/s
6.12.966.749 I slot get_availabl: id  5 | task -1 | selected slot by LRU, t_last = 416504693298
6.12.972.666 I slot launch_slot_: id  5 | task 2708 | processing task, is_child = 0
6.13.808.682 I slot print_timing: id  6 | task 2358 | n_decoded =    346, tg =  11.66 t/s, tg_3s =  10.24 t/s
6.14.788.935 I slot print_timing: id  1 | task 2558 | n_decoded =    164, tg =  11.48 t/s, tg_3s =  11.54 t/s
6.15.769.404 I slot print_timing: id  2 | task 1833 | n_decoded =    885, tg =  11.80 t/s, tg_3s =  11.55 t/s
6.15.932.753 I slot print_timing: id  4 | task 2423 | n_decoded =    309, tg =  11.64 t/s, tg_3s =  11.55 t/s
6.16.013.053 I slot print_timing: id  0 | task 1617 | n_decoded =   1102, tg =  11.84 t/s, tg_3s =  11.48 t/s
6.16.831.049 I slot print_timing: id  6 | task 2358 | n_decoded =    383, tg =  11.72 t/s, tg_3s =  12.24 t/s
6.17.807.678 I slot print_timing: id  1 | task 2558 | n_decoded =    201, tg =  11.61 t/s, tg_3s =  12.26 t/s
6.18.294.909 I slot print_timing: id  7 | task 2668 | n_decoded =    100, tg =  11.63 t/s, tg_3s =  11.63 t/s
6.18.619.310 I slot print_timing: id  3 | task 2686 | prompt eval time =     363.11 ms /    87 tokens (    4.17 ms per token,   239.59 tokens per second)
6.18.619.319 I slot print_timing: id  3 | task 2686 |        eval time =    7277.17 ms /    88 tokens (   82.70 ms per token,    12.09 tokens per second)
6.18.619.320 I slot print_timing: id  3 | task 2686 |       total time =    7640.28 ms /   175 tokens
6.18.619.321 I slot print_timing: id  3 | task 2686 |    graphs reused =       2566
6.18.619.383 I slot      release: id  3 | task 2686 | stop processing: n_tokens = 179, truncated = 0
6.18.691.554 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 416510409653
6.18.698.328 I slot launch_slot_: id  3 | task 2777 | processing task, is_child = 0
6.18.966.512 I slot print_timing: id  2 | task 1833 | n_decoded =    922, tg =  11.79 t/s, tg_3s =  11.57 t/s
6.18.967.382 I slot print_timing: id  4 | task 2423 | n_decoded =    344, tg =  11.63 t/s, tg_3s =  11.53 t/s
6.19.052.397 I slot print_timing: id  0 | task 1617 | n_decoded =   1137, tg =  11.83 t/s, tg_3s =  11.52 t/s
6.19.870.849 I slot print_timing: id  6 | task 2358 | n_decoded =    418, tg =  11.70 t/s, tg_3s =  11.51 t/s
6.20.848.919 I slot print_timing: id  1 | task 2558 | n_decoded =    236, tg =  11.60 t/s, tg_3s =  11.51 t/s
6.21.340.221 I slot print_timing: id  7 | task 2668 | n_decoded =    135, tg =  11.60 t/s, tg_3s =  11.49 t/s
6.21.502.084 I slot print_timing: id  5 | task 2708 | n_decoded =    100, tg =  12.09 t/s, tg_3s =  12.09 t/s
6.21.990.278 I slot print_timing: id  2 | task 1833 | n_decoded =    959, tg =  11.81 t/s, tg_3s =  12.24 t/s
6.21.990.930 I slot print_timing: id  4 | task 2423 | n_decoded =    381, tg =  11.69 t/s, tg_3s =  12.24 t/s
6.22.070.163 I slot print_timing: id  0 | task 1617 | n_decoded =   1174, tg =  11.84 t/s, tg_3s =  12.26 t/s
6.22.888.769 I slot print_timing: id  6 | task 2358 | n_decoded =    455, tg =  11.74 t/s, tg_3s =  12.26 t/s
6.23.871.226 I slot print_timing: id  1 | task 2558 | n_decoded =    273, tg =  11.68 t/s, tg_3s =  12.24 t/s
6.24.364.296 I slot print_timing: id  7 | task 2668 | n_decoded =    172, tg =  11.73 t/s, tg_3s =  12.24 t/s
6.24.526.703 I slot print_timing: id  5 | task 2708 | n_decoded =    137, tg =  12.13 t/s, tg_3s =  12.23 t/s
6.25.015.358 I slot print_timing: id  2 | task 1833 | n_decoded =    996, tg =  11.82 t/s, tg_3s =  12.23 t/s
6.25.016.013 I slot print_timing: id  4 | task 2423 | n_decoded =    418, tg =  11.73 t/s, tg_3s =  12.23 t/s
6.25.096.594 I slot print_timing: id  0 | task 1617 | n_decoded =   1211, tg =  11.85 t/s, tg_3s =  12.23 t/s
6.25.914.750 I slot print_timing: id  6 | task 2358 | n_decoded =    492, tg =  11.78 t/s, tg_3s =  12.23 t/s
6.26.895.464 I slot print_timing: id  1 | task 2558 | n_decoded =    310, tg =  11.74 t/s, tg_3s =  12.23 t/s
6.27.065.117 I slot print_timing: id  3 | task 2777 | n_decoded =    100, tg =  12.35 t/s, tg_3s =  12.35 t/s
6.27.398.025 I slot print_timing: id  7 | task 2668 | n_decoded =    209, tg =  11.81 t/s, tg_3s =  12.20 t/s
6.27.562.496 I slot print_timing: id  5 | task 2708 | n_decoded =    174, tg =  12.14 t/s, tg_3s =  12.19 t/s
6.27.645.030 I slot print_timing: id  5 | task 2708 | prompt eval time =     257.62 ms /    53 tokens (    4.86 ms per token,   205.73 tokens per second)
6.27.645.040 I slot print_timing: id  5 | task 2708 |        eval time =   14414.71 ms /   175 tokens (   82.37 ms per token,    12.14 tokens per second)
6.27.645.041 I slot print_timing: id  5 | task 2708 |       total time =   14672.33 ms /   228 tokens
6.27.645.042 I slot print_timing: id  5 | task 2708 |    graphs reused =       2670
6.27.645.097 I slot      release: id  5 | task 2708 | stop processing: n_tokens = 230, truncated = 0
6.27.709.730 I slot get_availabl: id  5 | task -1 | selected slot by LCP similarity, sim_best = 0.140 (> 0.100 thold), f_keep = 0.026
6.27.718.364 I slot launch_slot_: id  5 | task 2886 | processing task, is_child = 0
6.28.087.151 I slot print_timing: id  2 | task 1833 | n_decoded =   1032, tg =  11.82 t/s, tg_3s =  11.72 t/s
6.28.087.810 I slot print_timing: id  4 | task 2423 | n_decoded =    454, tg =  11.73 t/s, tg_3s =  11.72 t/s
6.28.169.132 I slot print_timing: id  0 | task 1617 | n_decoded =   1247, tg =  11.85 t/s, tg_3s =  11.72 t/s
6.28.996.564 I slot print_timing: id  6 | task 2358 | n_decoded =    528, tg =  11.77 t/s, tg_3s =  11.68 t/s
6.29.904.508 I slot print_timing: id  1 | task 2558 | n_decoded =    345, tg =  11.73 t/s, tg_3s =  11.63 t/s
6.30.068.568 I slot print_timing: id  3 | task 2777 | n_decoded =    135, tg =  12.16 t/s, tg_3s =  11.65 t/s
6.30.398.315 I slot print_timing: id  7 | task 2668 | n_decoded =    244, tg =  11.79 t/s, tg_3s =  11.67 t/s
6.30.893.396 I slot print_timing: id  0 | task 1617 | prompt eval time =     194.31 ms /    44 tokens (    4.42 ms per token,   226.44 tokens per second)
6.30.893.404 I slot print_timing: id  0 | task 1617 |        eval time =  107972.60 ms /  1280 tokens (   84.35 ms per token,    11.85 tokens per second)
6.30.893.405 I slot print_timing: id  0 | task 1617 |       total time =  108166.91 ms /  1324 tokens
6.30.893.406 I slot print_timing: id  0 | task 1617 |    graphs reused =       2705
6.30.893.478 I slot      release: id  0 | task 1617 | stop processing: n_tokens = 1326, truncated = 0
6.30.973.364 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = 416522683747
6.31.017.195 I slot launch_slot_: id  0 | task 2925 | processing task, is_child = 0
6.31.305.392 I slot print_timing: id  2 | task 1833 | n_decoded =   1068, tg =  11.79 t/s, tg_3s =  11.19 t/s
6.31.306.040 I slot print_timing: id  4 | task 2423 | n_decoded =    490, tg =  11.69 t/s, tg_3s =  11.19 t/s
6.32.051.205 I slot print_timing: id  6 | task 2358 | n_decoded =    562, tg =  11.73 t/s, tg_3s =  11.13 t/s
6.32.949.043 I slot print_timing: id  1 | task 2558 | n_decoded =    379, tg =  11.68 t/s, tg_3s =  11.17 t/s
6.33.113.068 I slot print_timing: id  3 | task 2777 | prompt eval time =     268.70 ms /    62 tokens (    4.33 ms per token,   230.74 tokens per second)
6.33.113.078 I slot print_timing: id  3 | task 2777 |        eval time =   14146.00 ms /   169 tokens (   83.70 ms per token,    11.95 tokens per second)
6.33.113.078 I slot print_timing: id  3 | task 2777 |       total time =   14414.71 ms /   231 tokens
6.33.113.079 I slot print_timing: id  3 | task 2777 |    graphs reused =       2727
6.33.113.149 I slot      release: id  3 | task 2777 | stop processing: n_tokens = 233, truncated = 0
6.33.185.495 I slot get_availabl: id  3 | task -1 | selected slot by LRU, t_last = 416524903418
6.33.194.030 I slot launch_slot_: id  3 | task 2950 | processing task, is_child = 0
6.33.416.182 I slot print_timing: id  7 | task 2668 | n_decoded =    276, tg =  11.64 t/s, tg_3s =  10.60 t/s
6.34.322.631 I slot print_timing: id  2 | task 1833 | n_decoded =   1103, tg =  11.79 t/s, tg_3s =  11.60 t/s
6.34.323.284 I slot print_timing: id  4 | task 2423 | n_decoded =    525, tg =  11.69 t/s, tg_3s =  11.60 t/s
6.35.062.236 I slot print_timing: id  6 | task 2358 | n_decoded =    597, tg =  11.72 t/s, tg_3s =  11.62 t/s
6.35.960.886 I slot print_timing: id  1 | task 2558 | n_decoded =    414, tg =  11.67 t/s, tg_3s =  11.62 t/s
6.36.454.780 I slot print_timing: id  5 | task 2886 | n_decoded =    100, tg =  11.71 t/s, tg_3s =  11.71 t/s
6.36.455.419 I slot print_timing: id  7 | task 2668 | n_decoded =    313, tg =  11.70 t/s, tg_3s =  12.17 t/s
6.37.355.875 I slot print_timing: id  2 | task 1833 | n_decoded =   1140, tg =  11.80 t/s, tg_3s =  12.20 t/s
6.37.356.523 I slot print_timing: id  4 | task 2423 | n_decoded =    562, tg =  11.72 t/s, tg_3s =  12.20 t/s
6.38.094.174 I slot print_timing: id  6 | task 2358 | n_decoded =    634, tg =  11.75 t/s, tg_3s =  12.20 t/s
6.38.993.948 I slot print_timing: id  1 | task 2558 | n_decoded =    451, tg =  11.72 t/s, tg_3s =  12.20 t/s
6.39.488.923 I slot print_timing: id  5 | task 2886 | n_decoded =    137, tg =  11.84 t/s, tg_3s =  12.19 t/s
6.39.489.558 I slot print_timing: id  7 | task 2668 | n_decoded =    350, tg =  11.75 t/s, tg_3s =  12.19 t/s
6.39.569.746 I slot print_timing: id  0 | task 2925 | n_decoded =    100, tg =  12.10 t/s, tg_3s =  12.10 t/s
6.40.389.691 I slot print_timing: id  2 | task 1833 | n_decoded =   1177, tg =  11.81 t/s, tg_3s =  12.20 t/s
6.40.390.351 I slot print_timing: id  4 | task 2423 | n_decoded =    599, tg =  11.75 t/s, tg_3s =  12.20 t/s
6.41.127.767 I slot print_timing: id  6 | task 2358 | n_decoded =    671, tg =  11.77 t/s, tg_3s =  12.20 t/s
6.41.537.921 I slot print_timing: id  3 | task 2950 | n_decoded =    100, tg =  12.31 t/s, tg_3s =  12.31 t/s
6.41.702.600 I slot print_timing: id  3 | task 2950 | prompt eval time =     220.84 ms /    49 tokens (    4.51 ms per token,   221.88 tokens per second)
6.41.702.609 I slot print_timing: id  3 | task 2950 |        eval time =    8287.70 ms /   102 tokens (   81.25 ms per token,    12.31 tokens per second)
6.41.702.609 I slot print_timing: id  3 | task 2950 |       total time =    8508.54 ms /   151 tokens
